"id","peer_mean","peer_N"
"t72m3",4.14285714285714,7
"t72m4",4.14285714285714,7
"t72m5",4.14285714285714,7
"t72m6",4.14285714285714,7
"t72m7",4.14285714285714,7
"t72m8",4.14285714285714,7
"t72m9",4.14285714285714,7
"t72m10",4.14285714285714,7
"t72m11",4.14285714285714,7
"t72m12",4.14285714285714,7
"t73m1",4.46153846153846,13
"t73m2",4.46153846153846,13
"t73m3",4.46153846153846,13
"t73m4",4.46153846153846,13
"t73m5",4.46153846153846,13
"t73m6",4.46153846153846,13
"t73m7",4.46153846153846,13
"t73m8",4.46153846153846,13
"t73m9",4.46153846153846,13
"t73m10",4.46153846153846,13
"t73m11",4.46153846153846,13
"t73m12",4.46153846153846,13
"t75m1",3.83333333333333,6
"t75m2",3.83333333333333,6
"t75m3",3.83333333333333,6
"t75m4",3.83333333333333,6
"t75m5",3.83333333333333,6
"t75m6",3.83333333333333,6
"t75m7",3.83333333333333,6
"t75m8",3.83333333333333,6
"t75m9",3.83333333333333,6
"t75m10",3.83333333333333,6
"t75m11",3.83333333333333,6
"t75m12",3.83333333333333,6
"t75m13",3.83333333333333,6
"t75m14",3.83333333333333,6
"t75m15",3.83333333333333,6
"t75m16",3.83333333333333,6
"t75m17",3.83333333333333,6
"t75m18",3.83333333333333,6
"t77m1",4.4,5
"t77m2",4.4,5
"t77m3",4.4,5
"t77m4",4.4,5
"t77m5",4.4,5
"t77m6",4.4,5
"t82m1",2.6,5
"t82m2",2.6,5
"t82m3",2.6,5
"t82m4",2.6,5
"t82m5",2.3,10
"t82m6",2.3,10
"t82m7",2.3,10
"t82m8",2.3,10
"t83m1",4.42857142857143,7
"t83m2",4.42857142857143,7
"t83m3",4.42857142857143,7
"t83m4",4.42857142857143,7
"t83m5",4.42857142857143,7
"t83m6",4.42857142857143,7
"t83m7",4.42857142857143,7
"t83m8",4.42857142857143,7
"t83m9",4.42857142857143,7
"t83m10",4.42857142857143,7
